Stock Country,stock_code,run_year,brood_year,age,Mat Rate,Marine Survival
US,SOO,2002,1999,3,0.1272,0.005393603
US,SOO,2001,1999,2,0.0446,0.009491456
US,SOO,2005,2000,5,1,0.000872166
US,SOO,2004,2000,4,0.5656,0.003519596
US,SOO,2003,2000,3,0.227,0.006789711
US,SOO,2002,2000,2,0.0302,0.011836718
US,SOO,2006,2001,5,1,0.000830407
US,SOO,2005,2001,4,0.297,0.002569866
US,SOO,2004,2001,3,0.1632,0.004781585
US,SOO,2003,2001,2,0.0167,0.008257418
US,SOO,2007,2002,5,1,6.14699E-05
US,SOO,2006,2002,4,0.4945,0.000271426
US,SOO,2005,2002,3,0.0811,0.000464218
US,SOO,2004,2002,2,0.1005,0.000900894
US,SOO,2008,2003,5,1,0
US,SOO,2007,2003,4,1,0.000107925
US,SOO,2006,2003,3,0.3274,0.000296248
US,SOO,2005,2003,2,0.0557,0.000562785
US,SOO,2009,2004,5,1,1.22696E-05
US,SOO,2008,2004,4,0.5743,3.62511E-05
US,SOO,2007,2004,3,0.1326,6.02326E-05
US,SOO,2006,2004,2,0,0.00011433
US,SOO,2010,2005,5,1,0.000226979
US,SOO,2009,2005,4,0.7457,0.001943782
US,SOO,2008,2005,3,0.0874,0.003414988
US,SOO,2007,2005,2,0.0271,0.005926416
US,SOO,2011,2006,5,1,8.63247E-05
US,SOO,2010,2006,4,0.4883,0.000280555
US,SOO,2009,2006,3,0.2582,0.000600676
US,SOO,2008,2006,2,0.086,0.001117083
US,SOO,2012,2007,5,1,0.001049765
US,SOO,2011,2007,4,0.6946,0.005591225
US,SOO,2010,2007,3,0.1406,0.009818389
US,SOO,2009,2007,2,0.0645,0.017815919
US,SOO,2013,2008,5,1,0.00043919
US,SOO,2012,2008,4,0.6183,0.001994147
US,SOO,2011,2008,3,0.255,0.004139435
US,SOO,2010,2008,2,0.0454,0.007351925
US,SOO,2014,2009,5,1,3.67652E-05
US,SOO,2013,2009,4,0.956,0.001273149
US,SOO,2012,2009,3,0.1347,0.002215411
US,SOO,2011,2009,2,0.079,0.004118524
US,SOO,2015,2010,5,1,0.000339183
US,SOO,2014,2010,4,0.7274,0.001835461
US,SOO,2013,2010,3,0.2947,0.003819956
US,SOO,2012,2010,2,0,0.00654172
US,SOO,2016,2011,5,1,0.000892214
US,SOO,2015,2011,4,0.7611,0.005993847
US,SOO,2014,2011,3,0.2213,0.011427932
US,SOO,2013,2011,2,0,0.019230058
US,SOO,2017,2012,5,1,0.000690747
US,SOO,2016,2012,4,0.7357,0.004168023
US,SOO,2015,2012,3,0.3349,0.009402972
US,SOO,2014,2012,2,0.0074,0.015919234
US,SOO,2018,2013,5,1,4.2479E-05
US,SOO,2017,2013,4,0.8497,0.000480884
US,SOO,2016,2013,3,0.2341,0.001124061
US,SOO,2015,2013,2,0,0.001922449
US,SOO,2019,2014,5,1,0
US,SOO,2018,2014,4,1,0.000598242
US,SOO,2017,2014,3,0.3089,0.001386158
US,SOO,2016,2014,2,0.0312,0.002466757
US,SOO,2020,2015,5,1,0.000251254
US,SOO,2019,2015,4,0.7578,0.002090193
US,SOO,2018,2015,3,0.4905,0.007187897
US,SOO,2017,2015,2,0,0.012166161
US,SOO,2021,2016,5,1,0
US,SOO,2020,2016,4,1,0.000503785
US,SOO,2019,2016,3,0.0354,0.000761224
US,SOO,2018,2016,2,0,0.001319086
US,SOO,2021,2017,4,0.8507,0.000517568
US,SOO,2020,2017,3,0.3605,0.001157717
US,SOO,2019,2017,2,0.0165,0.002056164
US,SOO,2021,2018,3,0.2709,0.003358374
US,SOO,2020,2018,2,0.0463,0.005873845
US,SPR,1977,1972,5,1,0.000253746
US,SPR,1976,1972,4,0.9315,0.009881517
US,SPR,1975,1972,3,0.3397,0.045050865
US,SPR,1974,1972,2,0.0093,0.082602537
US,SPR,1978,1973,5,1,5.92314E-05
US,SPR,1977,1973,4,0.9278,0.001694613
US,SPR,1976,1973,3,0.704,0.018285351
US,SPR,1975,1973,2,0.0233,0.03810845
US,SPR,1979,1974,5,1,0.000131489
US,SPR,1978,1974,4,0.9391,0.004730171
US,SPR,1977,1974,3,0.5421,0.032286761
US,SPR,1976,1974,2,0.0187,0.062046443
US,SPR,1980,1975,5,1,2.94585E-05
US,SPR,1979,1975,4,0.9612,0.001531116
US,SPR,1978,1975,3,0.5671,0.013202632
US,SPR,1977,1975,2,0.0316,0.02636768
US,SPR,1981,1976,5,1,4.93287E-05
US,SPR,1980,1976,4,0.9536,0.002685002
US,SPR,1979,1976,3,0.4335,0.013472585
US,SPR,1978,1976,2,0.0102,0.025627722
US,SPR,1982,1977,5,1,3.18974E-05
US,SPR,1981,1977,4,0.9475,0.00131708
US,SPR,1980,1977,3,0.6515,0.015097974
US,SPR,1979,1977,2,0.0311,0.030070578
US,SPR,1983,1978,5,1,5.88952E-05
US,SPR,1982,1978,4,0.9511,0.00246389
US,SPR,1981,1978,3,0.5423,0.017327647
US,SPR,1980,1978,2,0.0176,0.033774616
US,SPR,1984,1979,5,1,0
US,SPR,1983,1979,4,1,0.000911386
US,SPR,1982,1979,3,0.8416,0.019673414
US,SPR,1981,1979,2,0.0613,0.040799558
US,SPR,1985,1980,5,1,1.67978E-05
US,SPR,1984,1980,4,0.9326,0.000476939
US,SPR,1983,1980,3,0.5189,0.00296722
US,SPR,1982,1980,2,0.014,0.005732866
US,SPR,1986,1981,5,1,2.29347E-05
US,SPR,1985,1981,4,0.9444,0.000681602
US,SPR,1984,1981,3,0.7161,0.005577954
US,SPR,1983,1981,2,0.0375,0.010573286
US,SPR,1987,1982,5,1,1.08895E-05
US,SPR,1986,1982,4,0.9874,0.002342226
US,SPR,1985,1982,3,0.7351,0.018705143
US,SPR,1984,1982,2,0.0402,0.036110479
US,SPR,1988,1983,5,1,0
US,SPR,1987,1983,4,1,6.74894E-05
US,SPR,1986,1983,3,0.9155,0.002030038
US,SPR,1985,1983,2,0.0814,0.004014012
US,SPR,1989,1984,5,1,0
US,SPR,1988,1984,4,1,0.000103486
US,SPR,1987,1984,3,0.5672,0.000593603
US,SPR,1986,1984,2,0.0552,0.001201056
US,SPR,1990,1985,5,1,7.00726E-05
US,SPR,1989,1985,4,0.7394,0.000476918
US,SPR,1988,1985,3,0.3811,0.001983567
US,SPR,1987,1985,2,0.0098,0.003524812
US,SPR,1991,1986,5,1,1.58286E-05
US,SPR,1990,1986,4,0.9727,0.001083478
US,SPR,1989,1986,3,0.5795,0.006355973
US,SPR,1988,1986,2,0.0297,0.011765883
US,SPR,1992,1987,5,1,3.07103E-06
US,SPR,1991,1987,4,0.9939,0.000794131
US,SPR,1990,1987,3,0.4913,0.004393373
US,SPR,1989,1987,2,0.0389,0.00847585
US,SPR,1993,1988,5,1,3.76656E-06
US,SPR,1992,1988,4,0.9909,0.000753484
US,SPR,1991,1988,3,0.7258,0.006443047
US,SPR,1990,1988,2,0.0714,0.013240836
US,SPR,1994,1989,5,1,5.38769E-06
US,SPR,1993,1989,4,0.9898,0.001208745
US,SPR,1992,1989,3,0.5885,0.008073932
US,SPR,1991,1989,2,0.0242,0.01484119
US,SPR,1995,1990,5,1,6.39131E-06
US,SPR,1994,1990,4,0.9617,0.000282815
US,SPR,1993,1990,3,0.6161,0.001932001
US,SPR,1992,1990,2,0.053,0.003836839
US,SPR,1996,1991,5,1,1.84065E-06
US,SPR,1995,1991,4,0.9927,0.000371659
US,SPR,1994,1991,3,0.6695,0.002185164
US,SPR,1993,1991,2,0.0364,0.004269245
US,SPR,1997,1992,5,1,0
US,SPR,1996,1992,4,1,0.00020058
US,SPR,1995,1992,3,0.8575,0.002346078
US,SPR,1994,1992,2,0.0775,0.00439695
US,SPR,1998,1993,5,1,3.81426E-06
US,SPR,1997,1993,4,0.9899,0.000597992
US,SPR,1996,1993,3,0.6891,0.003088705
US,SPR,1995,1993,2,0.0518,0.005605059
US,SPR,1999,1994,5,1,0
US,SPR,1998,1994,4,1,0.000288218
US,SPR,1997,1994,3,0.6896,0.001750308
US,SPR,1996,1994,2,0.0789,0.003238709
US,SPR,2000,1995,5,1,2.84763E-06
US,SPR,1999,1995,4,0.9727,0.000190554
US,SPR,1998,1995,3,0.621,0.000818456
US,SPR,1997,1995,2,0.0391,0.001487887
US,SPR,2001,1996,5,1,8.32973E-06
US,SPR,2000,1996,4,0.9671,0.000497007
US,SPR,1999,1996,3,0.8331,0.005653803
US,SPR,1998,1996,2,0.161,0.011400158
US,SPR,2002,1997,5,1,7.47667E-06
US,SPR,2001,1997,4,0.9817,0.000781652
US,SPR,2000,1997,3,0.342,0.001943481
US,SPR,1999,1997,2,0.0194,0.0034114
US,SPR,2003,1998,5,1,5.11785E-06
US,SPR,2002,1998,4,0.9952,0.002179972
US,SPR,2001,1998,3,0.8147,0.021518931
US,SPR,2000,1998,2,0.045,0.037866043
US,SPR,2004,1999,5,1,0.000140708
US,SPR,2003,1999,4,0.9647,0.006943276
US,SPR,2002,1999,3,0.4277,0.022915665
US,SPR,2001,1999,2,0.0544,0.041728258
US,SPR,2005,2000,5,1,9.34692E-05
US,SPR,2004,2000,4,0.968,0.005275791
US,SPR,2003,2000,3,0.5057,0.01936695
US,SPR,2002,2000,2,0.0177,0.033843103
US,SPR,2006,2001,5,1,9.62441E-05
US,SPR,2005,2001,4,0.9609,0.005055601
US,SPR,2004,2001,3,0.5922,0.022434078
US,SPR,2003,2001,2,0.0425,0.040002133
US,SPR,2007,2002,5,1,0
US,SPR,2006,2002,4,1,0.000433636
US,SPR,2005,2002,3,0.7856,0.003901677
US,SPR,2004,2002,2,0.0951,0.007610781
US,SPR,2008,2003,5,1,0
US,SPR,2007,2003,4,1,0.000390414
US,SPR,2006,2003,3,0.6908,0.002388606
US,SPR,2005,2003,2,0.0685,0.004485958
US,SPR,2009,2004,5,1,0
US,SPR,2008,2004,4,1,1.47361E-05
US,SPR,2007,2004,3,0.9686,0.000894881
US,SPR,2006,2004,2,0.071,0.001680357
US,SPR,2010,2005,5,1,1.28695E-05
US,SPR,2009,2005,4,0.9873,0.001380196
US,SPR,2008,2005,3,0.7313,0.009181365
US,SPR,2007,2005,2,0.1139,0.018028123
US,SPR,2011,2006,5,1,0
US,SPR,2010,2006,4,1,0.000282497
US,SPR,2009,2006,3,0.8115,0.002461596
US,SPR,2008,2006,2,0.0144,0.004283151
US,SPR,2012,2007,5,1,0
US,SPR,2011,2007,4,1,0.000558792
US,SPR,2010,2007,3,0.911,0.012742117
US,SPR,2009,2007,2,0.1699,0.027027191
US,SPR,2013,2008,5,1,0
US,SPR,2012,2008,4,1,0.000905615
US,SPR,2011,2008,3,0.7854,0.008103572
US,SPR,2010,2008,2,0.067,0.015275408
US,SPR,2014,2009,5,1,1.65996E-05
US,SPR,2013,2009,4,0.9807,0.001304184
US,SPR,2012,2009,3,0.7119,0.009247716
US,SPR,2011,2009,2,0.067,0.017054239
US,SPR,2015,2010,5,1,5.70953E-06
US,SPR,2014,2010,4,0.9937,0.001493664
US,SPR,2013,2010,3,0.6886,0.008504475
US,SPR,2012,2010,2,0.0287,0.015283677
US,SPR,2016,2011,5,1,2.90407E-06
US,SPR,2015,2011,4,0.9973,0.001755269
US,SPR,2014,2011,3,0.7783,0.015688277
US,SPR,2013,2011,2,0.078,0.029054991
US,SPR,2017,2012,5,1,0
US,SPR,2016,2012,4,1,0.001976461
US,SPR,2015,2012,3,0.8293,0.023844359
US,SPR,2014,2012,2,0.0578,0.043676408
US,SPR,2018,2013,5,1,0
US,SPR,2017,2013,4,1,0.000139512
US,SPR,2016,2013,3,0.9075,0.003109521
US,SPR,2015,2013,2,0.2533,0.007416132
US,SPR,2019,2014,5,1,0
US,SPR,2018,2014,4,1,0.000160782
US,SPR,2017,2014,3,0.9432,0.007460841
US,SPR,2016,2014,2,0.203,0.016295198
US,SPR,2020,2015,5,1,0
US,SPR,2019,2015,4,1,0.000294016
US,SPR,2018,2015,3,0.8757,0.005062293
US,SPR,2017,2015,2,0.1908,0.011366181
US,SPR,2021,2016,5,1,0
US,SPR,2020,2016,4,1,0.000220966
US,SPR,2019,2016,3,0.8825,0.003757172
US,SPR,2018,2016,2,0.2221,0.0084826
US,SPR,2021,2017,4,0.9996,0.000686535
US,SPR,2020,2017,3,0.8258,0.006886052
US,SPR,2019,2017,2,0.1782,0.014794052
US,SPR,2021,2018,3,0.8694,0.010456289
US,SPR,2020,2018,2,0.1112,0.020145632
US,SPR,2021,2019,2,0.1675,0.026270348
US,SPS,1976,1971,5,1,0.000507326
US,SPS,1975,1971,4,0.6148,0.002646086
US,SPS,1974,1971,3,0.0649,0.004493499
US,SPS,1973,1971,2,0,0.007829336
US,SPS,1977,1972,5,1,0.000204201
US,SPS,1976,1972,4,0.5731,0.001655356
US,SPS,1975,1972,3,0.099,0.003755765
US,SPS,1974,1972,2,0.0096,0.006412389
US,SPS,1978,1973,5,1,0.001475862
US,SPS,1977,1973,4,0.7303,0.011601695
US,SPS,1976,1973,3,0.0884,0.029250379
US,SPS,1975,1973,2,0.0037,0.054908277
US,SPS,1979,1974,5,1,0.000568723
US,SPS,1978,1974,4,0.7321,0.00628351
US,SPS,1977,1974,3,0.06,0.01360926
US,SPS,1976,1974,2,0.0055,0.026446861
US,SPS,1980,1975,5,1,0.002453101
US,SPS,1979,1975,4,0.6682,0.019167968
US,SPS,1978,1975,3,0.0821,0.049680086
US,SPS,1977,1975,2,0.0056,0.095078443
US,SPS,1983,1978,5,1,0.000351861
US,SPS,1982,1978,4,0.7384,0.003397651
US,SPS,1981,1978,3,0.0565,0.007506865
US,SPS,1980,1978,2,0.0121,0.015493268
US,SPS,1984,1979,5,1,0.000662152
US,SPS,1983,1979,4,0.8242,0.009661936
US,SPS,1982,1979,3,0.1326,0.023230239
US,SPS,1981,1979,2,0.0108,0.044130051
US,SPS,1985,1980,5,1,0.000131822
US,SPS,1984,1980,4,0.9184,0.003882508
US,SPS,1983,1980,3,0.2028,0.011769083
US,SPS,1982,1980,2,0.0297,0.023721306
US,SPS,1986,1981,5,1,0.000418391
US,SPS,1985,1981,4,0.7907,0.004421006
US,SPS,1984,1981,3,0.3438,0.016981119
US,SPS,1983,1981,2,0.0607,0.037975629
US,SPS,1987,1982,5,1,0.000525572
US,SPS,1986,1982,4,0.754,0.005450049
US,SPS,1985,1982,3,0.1019,0.011993198
US,SPS,1984,1982,2,0.0091,0.02247593
US,SPS,1988,1983,5,1,0.00027527
US,SPS,1987,1983,4,0.8644,0.00396538
US,SPS,1986,1983,3,0.2525,0.010351156
US,SPS,1985,1983,2,0.048,0.020920544
US,SPS,1989,1984,5,1,0.000352887
US,SPS,1988,1984,4,0.8753,0.007608861
US,SPS,1987,1984,3,0.2378,0.019626636
US,SPS,1986,1984,2,0.0196,0.038460366
US,SPS,1990,1985,5,1,0.000141178
US,SPS,1989,1985,4,0.9053,0.002735934
US,SPS,1988,1985,3,0.1433,0.005704892
US,SPS,1987,1985,2,0.0085,0.010343485
US,SPS,1991,1986,5,1,0.001026254
US,SPS,1990,1986,4,0.7908,0.011971394
US,SPS,1989,1986,3,0.2032,0.028119844
US,SPS,1988,1986,2,0.0309,0.05305835
US,SPS,1992,1987,5,1,0.000163714
US,SPS,1991,1987,4,0.821,0.001854249
US,SPS,1990,1987,3,0.1089,0.004326582
US,SPS,1989,1987,2,0.0202,0.0080198
US,SPS,1993,1988,5,1,0.000258987
US,SPS,1992,1988,4,0.7991,0.00323615
US,SPS,1991,1988,3,0.1215,0.006699865
US,SPS,1990,1988,2,0.0247,0.012757737
US,SPS,1994,1989,5,1,3.23945E-05
US,SPS,1993,1989,4,0.9189,0.00093391
US,SPS,1992,1989,3,0.1688,0.002244702
US,SPS,1991,1989,2,0.0263,0.004083815
US,SPS,1995,1990,5,1,0.00034009
US,SPS,1994,1990,4,0.85,0.003666844
US,SPS,1993,1990,3,0.2255,0.009809712
US,SPS,1992,1990,2,0.017,0.018389382
US,SPS,1996,1991,5,1,3.29609E-05
US,SPS,1995,1991,4,0.959,0.001440902
US,SPS,1994,1991,3,0.2042,0.003131021
US,SPS,1993,1991,2,0.0259,0.00589706
US,SPS,1997,1992,5,1,0.000296328
US,SPS,1996,1992,4,0.9287,0.006698105
US,SPS,1995,1992,3,0.4185,0.019160543
US,SPS,1994,1992,2,0.0347,0.035101319
US,SPS,1998,1993,5,1,0.0001898
US,SPS,1997,1993,4,0.9459,0.005914917
US,SPS,1996,1993,3,0.4679,0.019546841
US,SPS,1995,1993,2,0.0644,0.037357117
US,SPS,1999,1994,5,1,0.000303164
US,SPS,1998,1994,4,0.8526,0.002994512
US,SPS,1997,1994,3,0.2482,0.006560212
US,SPS,1996,1994,2,0.0301,0.012059052
US,SPS,2000,1995,5,1,7.79453E-05
US,SPS,1999,1995,4,0.8897,0.001175465
US,SPS,1998,1995,3,0.4182,0.003077581
US,SPS,1997,1995,2,0.0145,0.005518022
US,SPS,2001,1996,5,1,7.23389E-05
US,SPS,2000,1996,4,0.9674,0.00381151
US,SPS,1999,1996,3,0.4767,0.01157796
US,SPS,1998,1996,2,0.0513,0.021196535
US,SPS,2002,1997,5,1,6.83707E-05
US,SPS,2001,1997,4,0.9592,0.003164003
US,SPS,2000,1997,3,0.2591,0.00683272
US,SPS,1999,1997,2,0.0206,0.011999447
US,SPS,2003,1998,5,1,0.000397787
US,SPS,2002,1998,4,0.9066,0.007881276
US,SPS,2001,1998,3,0.3918,0.022329347
US,SPS,2000,1998,2,0.0415,0.04074636
US,SPS,2004,1999,5,1,0.000504058
US,SPS,2003,1999,4,0.8182,0.005422459
US,SPS,2002,1999,3,0.262,0.012192864
US,SPS,2001,1999,2,0.0101,0.021784249
US,SPS,2005,2000,5,1,0.000310286
US,SPS,2004,2000,4,0.8291,0.004299182
US,SPS,2003,2000,3,0.1807,0.008750907
US,SPS,2002,2000,2,0.014,0.015544016
US,SPS,2006,2001,5,1,0.000207826
US,SPS,2005,2001,4,0.8336,0.002703303
US,SPS,2004,2001,3,0.1675,0.005798208
US,SPS,2003,2001,2,0.0054,0.010179279
US,SPS,2007,2002,5,1,0.000169223
US,SPS,2006,2002,4,0.9317,0.004915072
US,SPS,2005,2002,3,0.2728,0.011810156
US,SPS,2004,2002,2,0.0214,0.021580261
US,SPS,2008,2003,5,1,0.000113949
US,SPS,2007,2003,4,0.9515,0.004433565
US,SPS,2006,2003,3,0.3779,0.012520627
US,SPS,2005,2003,2,0.0302,0.022495394
US,SPS,2009,2004,5,1,9.56967E-05
US,SPS,2008,2004,4,0.9315,0.002598368
US,SPS,2007,2004,3,0.5516,0.011945679
US,SPS,2006,2004,2,0.0742,0.02282228
US,SPS,2010,2005,5,1,0.00011232
US,SPS,2009,2005,4,0.9618,0.005063114
US,SPS,2008,2005,3,0.391,0.014291368
US,SPS,2007,2005,2,0.0518,0.027236645
US,SPS,2011,2006,5,1,5.62991E-06
US,SPS,2010,2006,4,0.9958,0.002027024
US,SPS,2009,2006,3,0.4565,0.007106482
US,SPS,2008,2006,2,0.0597,0.013171687
US,SPS,2012,2007,5,1,9.40481E-05
US,SPS,2011,2007,4,0.9679,0.005336856
US,SPS,2010,2007,3,0.4028,0.015663736
US,SPS,2009,2007,2,0.037,0.028361473
US,SPS,2013,2008,5,1,1.13483E-05
US,SPS,2012,2008,4,0.9862,0.00170973
US,SPS,2011,2008,3,0.3856,0.00469589
US,SPS,2010,2008,2,0.0262,0.008346186
US,SPS,2014,2009,5,1,0.000206989
US,SPS,2013,2009,4,0.9248,0.004811188
US,SPS,2012,2009,3,0.3952,0.014661776
US,SPS,2011,2009,2,0.0576,0.027217706
US,SPS,2015,2010,5,1,0.000113892
US,SPS,2014,2010,4,0.8569,0.001729116
US,SPS,2013,2010,3,0.4559,0.005317225
US,SPS,2012,2010,2,0.0171,0.009734051
US,SPS,2016,2011,5,1,0.000109985
US,SPS,2015,2011,4,0.9094,0.003324949
US,SPS,2014,2011,3,0.3878,0.009736628
US,SPS,2013,2011,2,0.1162,0.019342556
US,SPS,2017,2012,5,1,3.95223E-05
US,SPS,2016,2012,4,0.9271,0.001373468
US,SPS,2015,2012,3,0.3878,0.004046928
US,SPS,2014,2012,2,0.0342,0.00744638
US,SPS,2018,2013,5,1,8.07841E-05
US,SPS,2017,2013,4,0.919,0.002078331
US,SPS,2016,2013,3,0.4941,0.007697035
US,SPS,2015,2013,2,0.0619,0.01481074
US,SPS,2019,2014,5,1,4.53736E-05
US,SPS,2018,2014,4,0.9692,0.003810663
US,SPS,2017,2014,3,0.5447,0.014895903
US,SPS,2016,2014,2,0.1285,0.030661785
US,SPS,2020,2015,5,1,7.10851E-05
US,SPS,2019,2015,4,0.9488,0.002982663
US,SPS,2018,2015,3,0.5398,0.012750678
US,SPS,2017,2015,2,0.1627,0.026472287
US,SPS,2021,2016,5,1,3.88393E-05
US,SPS,2020,2016,4,0.9467,0.001282195
US,SPS,2019,2016,3,0.6332,0.006849909
US,SPS,2018,2016,2,0.0891,0.014193524
US,SPS,2021,2017,4,0.9367,0.001607078
US,SPS,2020,2017,3,0.5005,0.005294696
US,SPS,2019,2017,2,0.1113,0.01087714
US,SPS,2021,2018,3,0.4979,0.013360356
US,SPS,2020,2018,2,0.0963,0.026134727
US,SPS,2021,2019,2,0.0988,0.021186797
US,SRH,1981,1976,5,1,0.009133797
US,SRH,1980,1976,4,0.2808,0.026154288
US,SRH,1979,1976,3,0.07,0.049709761
US,SRH,1978,1976,2,0.0253,0.085664472
US,SRH,1982,1977,5,1,0.003752525
US,SRH,1981,1977,4,0.3291,0.0115
US,SRH,1980,1977,3,0.1876,0.024050505
US,SRH,1979,1977,2,0.1573,0.050005051
US,SRH,1983,1978,5,1,0.007806049
US,SRH,1982,1978,4,0.4456,0.021980317
US,SRH,1981,1978,3,0.1005,0.041589054
US,SRH,1980,1978,2,0.0922,0.079601536
US,SRH,1984,1979,5,1,0.006684574
US,SRH,1983,1979,4,0.2075,0.013076125
US,SRH,1982,1979,3,0.085,0.022694992
US,SRH,1981,1979,2,0.0333,0.041389415
US,SRH,1985,1980,5,1,0.006449329
US,SRH,1984,1980,4,0.4271,0.017602459
US,SRH,1983,1980,3,0.0752,0.031557377
US,SRH,1982,1980,2,0.0569,0.057365872
US,SRH,1987,1982,5,1,0.012913459
US,SRH,1986,1982,4,0.1889,0.026012612
US,SRH,1985,1982,3,0.0074,0.041084761
US,SRH,1984,1982,2,0.014,0.07159658
US,SRH,1988,1983,5,1,0.014122371
US,SRH,1987,1983,4,0.2612,0.027525813
US,SRH,1986,1983,3,0.0701,0.044745698
US,SRH,1985,1983,2,0.0291,0.078833652
US,SRH,1989,1984,5,1,0.010418671
US,SRH,1988,1984,4,0.4967,0.030618177
US,SRH,1987,1984,3,0.095,0.052789744
US,SRH,1986,1984,2,0.0219,0.092753775
US,SRH,1990,1985,5,1,0.003841007
US,SRH,1989,1985,4,0.2242,0.006995277
US,SRH,1988,1985,3,0.0684,0.011485636
US,SRH,1987,1985,2,0.0387,0.02087564
US,SRH,1991,1986,5,1,0.010029255
US,SRH,1990,1986,4,0.2524,0.01968196
US,SRH,1989,1986,3,0.0514,0.031619308
US,SRH,1988,1986,2,0.044,0.057141409
US,SRH,1992,1987,5,1,0.007153926
US,SRH,1991,1987,4,0.3251,0.016061137
US,SRH,1990,1987,3,0.0827,0.027785656
US,SRH,1989,1987,2,0.0625,0.051065543
US,SRH,1993,1988,5,1,0.002066199
US,SRH,1992,1988,4,0.4513,0.006117251
US,SRH,1991,1988,3,0.0629,0.010287237
US,SRH,1990,1988,2,0.0444,0.018747265
US,SRH,1994,1989,5,1,0.007075614
US,SRH,1993,1989,4,0.1964,0.014093124
US,SRH,1992,1989,3,0.1123,0.024875734
US,SRH,1991,1989,2,0.0302,0.044930714
US,SRH,1995,1990,5,1,0.012619176
US,SRH,1994,1990,4,0.4176,0.033212266
US,SRH,1993,1990,3,0.0929,0.057403738
US,SRH,1992,1990,2,0.0387,0.102413699
US,SRH,1996,1991,5,1,0.00126694
US,SRH,1995,1991,4,0.4317,0.003090661
US,SRH,1994,1991,3,0.1178,0.006227545
US,SRH,1993,1991,2,0.0267,0.011097279
US,SRH,1997,1992,5,1,0.005086682
US,SRH,1996,1992,4,0.4189,0.012407561
US,SRH,1995,1992,3,0.2768,0.026079542
US,SRH,1994,1992,2,0.0534,0.048639588
US,SRH,1998,1993,5,1,0.009758718
US,SRH,1997,1993,4,0.498,0.031670315
US,SRH,1996,1993,3,0.1071,0.052948949
US,SRH,1995,1993,2,0.0621,0.096824092
US,SRH,1999,1994,5,1,0.005635064
US,SRH,1998,1994,4,0.514,0.016757763
US,SRH,1997,1994,3,0.0488,0.027793097
US,SRH,1996,1994,2,0.0096,0.04775007
US,SRH,2000,1995,5,1,0.002609018
US,SRH,1999,1995,4,0.4686,0.007450667
US,SRH,1998,1995,3,0.1479,0.012932004
US,SRH,1997,1995,2,0.021,0.023179598
US,SRH,2001,1996,5,1,0.001494874
US,SRH,2000,1996,4,0.7047,0.007937648
US,SRH,1999,1996,3,0.1887,0.014661857
US,SRH,1998,1996,2,0.0461,0.026185321
US,SRH,2002,1997,5,1,0.005393146
US,SRH,2001,1997,4,0.6395,0.022963947
US,SRH,2000,1997,3,0.1845,0.041905869
US,SRH,1999,1997,2,0.0224,0.072670469
US,SRH,2003,1998,5,1,0.00590281
US,SRH,2002,1998,4,0.5103,0.019354922
US,SRH,2001,1998,3,0.1403,0.033480388
US,SRH,2000,1998,2,0.025,0.058007492
US,SRH,2004,1999,5,1,0.010827379
US,SRH,2003,1999,4,0.4904,0.031812757
US,SRH,2002,1999,3,0.1855,0.061079538
US,SRH,2001,1999,2,0.0156,0.104889309
US,SRH,2005,2000,5,1,0.012537192
US,SRH,2004,2000,4,0.3999,0.032073303
US,SRH,2003,2000,3,0.1052,0.053382569
US,SRH,2002,2000,2,0.0179,0.092850381
US,SRH,2006,2001,5,1,0.004797075
US,SRH,2005,2001,4,0.5257,0.017832582
US,SRH,2004,2001,3,0.1091,0.030704444
US,SRH,2003,2001,2,0.0019,0.052187621
US,SRH,2007,2002,5,1,0.002638457
US,SRH,2006,2002,4,0.4053,0.008343773
US,SRH,2005,2002,3,0.1317,0.015552875
US,SRH,2004,2002,2,0.0182,0.027278492
US,SRH,2008,2003,5,1,0.000460032
US,SRH,2007,2003,4,0.5987,0.00190999
US,SRH,2006,2003,3,0.134,0.00344549
US,SRH,2005,2003,2,0.0496,0.006345404
US,SRH,2009,2004,5,1,0.006327248
US,SRH,2008,2004,4,0.4299,0.017375963
US,SRH,2007,2004,3,0.0519,0.026950646
US,SRH,2006,2004,2,0.0022,0.046657014
US,SRH,2010,2005,5,1,0.002581948
US,SRH,2009,2005,4,0.5612,0.009909264
US,SRH,2008,2005,3,0.1631,0.018073159
US,SRH,2007,2005,2,0.0134,0.031003325
US,SRH,2011,2006,5,1,0.002848271
US,SRH,2010,2006,4,0.5929,0.011518918
US,SRH,2009,2006,3,0.1028,0.019185757
US,SRH,2008,2006,2,0.0123,0.033134294
US,SRH,2012,2007,5,1,0.003999769
US,SRH,2011,2007,4,0.6585,0.019851686
US,SRH,2010,2007,3,0.2826,0.041868931
US,SRH,2009,2007,2,0.0126,0.072333928
US,SRH,2013,2008,5,1,0.002892853
US,SRH,2012,2008,4,0.6713,0.018263533
US,SRH,2011,2008,3,0.3711,0.044060184
US,SRH,2010,2008,2,0.0307,0.077138346
US,SRH,2014,2009,5,1,0.015764154
US,SRH,2013,2009,4,0.5777,0.057218717
US,SRH,2012,2009,3,0.0859,0.092792658
US,SRH,2011,2009,2,0.0189,0.159957052
US,SRH,2015,2010,5,1,0.011854469
US,SRH,2014,2010,4,0.6727,0.055852504
US,SRH,2013,2010,3,0.1673,0.098414457
US,SRH,2012,2010,2,0.0051,0.167392895
